NODEID,crash_count,total_killed,total_injured,severity_score,severity_score_norm,intersection_name,latitude,longitude
15975,520,2.0,162.0,157.13589244934602,0.31425148523589963,FLATBUSH AVENUE EXTENSION & MANHATTAN BRIDGE LINE & MYRTLE AVENUE,40.693650149673594,-73.98332265186993
36580,322,0.0,141.0,156.78883047131768,0.3135573352858835,BAISLEY BOULEVARD & GUY R BREWER BOULEVARD,40.67836454941065,-73.7794781740262
44625,427,0.0,186.0,156.47441357076664,0.3129284779358458,9 AVENUE & UNIV HEIGHTS BR BIKE AND PED PTH & UNIVERSITY HEIGHTS BRIDGE & WEST 207 STREET,40.86369061326275,-73.91706346728068
44137,309,1.0,130.0,156.31273106162664,0.3126051008080036,UNIVERSITY AVENUE & WEST TREMONT AVENUE,40.85047856561939,-73.91542656754277
38773,281,0.0,118.0,156.2078377986559,0.3123953064258537,FARMERS BOULEVARD & MERRICK BOULEVARD,40.67972794060002,-73.76161350230852
47899,358,0.0,152.0,155.93038180071272,0.3118403736492987,EAST TREMONT AVENUE & WEBSTER AVENUE,40.847700853846185,-73.90096123405212
26908,246,2.0,148.0,155.8798548253243,0.3117393159141944,BUFFALO AVENUE & EAST NEW YORK AVENUE & ROCKAWAY PARKWAY,40.665916752214,-73.92546270194639
94065,241,1.0,108.0,154.94307073259603,0.30986567756626165,2010 CB BOUNDARY & BROOKLYN QUEENS EXPRESSWAY,40.71517705089315,-73.95199042458033
44189,186,1.0,119.0,154.59632856072162,0.3091721672525059,CONCOURSE LINE & EAST MOUNT EDEN AVENUE & GRAND CONCOURSE & MOUNT EDEN PARKWAY,40.84317571340363,-73.9119464820091
26197,198,2.0,133.0,153.90268360946763,0.307784825397955,AVENUE D & UTICA AVENUE,40.64213431861133,-73.92935451306339
26753,368,1.0,201.0,153.89735580784756,0.3077741693956776,ALBANY AVENUE & EASTERN PARKWAY & EASTERN PARKWAY LINE,40.66924868462057,-73.93942695659292
41777,203,1.0,93.0,153.79423623688973,0.30756792253039805,34 AVENUE & 48 STREET & NORTHERN BOULEVARD & QUEENS BOULEVARD LINE,40.75367641197574,-73.91446450887071
29791,220,0.0,132.0,153.60437090213705,0.3071881776405167,2010 CB BOUNDARY & FOUNTAIN AVENUE & LINDEN BOULEVARD,40.666706659582175,-73.87182050927777
48656,279,0.0,151.0,153.59411072174433,0.30716765651127276,CONCOURSE LINE & EAST 183 STREET & GRAND CONCOURSE,40.857422421637644,-73.89995670051411
40820,307,0.0,101.0,153.59050669478407,0.30716044818742083,BORDEN AVENUE & GREENPOINT AVENUE,40.73715176287226,-73.93081356240299
17365,507,1.0,177.0,153.56237547752752,0.3071041836459592,AVENUE J & OCEAN PARKWAY,40.624170030295275,-73.97047172019371
103618,199,1.0,132.0,153.5396281860155,0.3070586873592275,HEMPSTEAD AVENUE,40.71134946830213,-73.72848793381998
44749,330,0.0,167.0,153.42450436682492,0.3068284310983982,EAST BURNSIDE AVENUE & JEROME AVENUE & JEROME AVENUE LINE & WEST BURNSIDE AVENUE,40.85381641439469,-73.90733289687006
9045741,268,0.0,160.0,153.10981640279357,0.30619903160109796,BELT PARKWAY & BELT PARKWAY EXIT 23 A SB,40.66736064995177,-73.7392060748809
35239,323,0.0,140.0,152.58309306876538,0.3051455454829552,HILLSIDE AVENUE & PARSONS BOULEVARD & QUEENS BOULEVARD LINE,40.70771580250691,-73.80278721431824
79898,565,0.0,187.0,152.2620684331872,0.3045034721679626,BROOKLYN QUEENS EP EB ET 28 B & BROOKLYN QUEENS EXPRESSWAY,40.70142919946304,-73.98957074695026
9009109,452,0.0,158.0,152.25091532100893,0.3044811651082695,LONG ISLAND EXPRESSWAY,40.737653859463755,-73.85087606287432
19492,366,1.0,89.0,151.7985848287668,0.30357647024551204,WILLIAMSBURG ST WEST & WYTHE AVENUE,40.70166274615677,-73.96145278111901
49572,90,0.0,100.0,151.7296889414949,0.3034386733108614,MOSHOLU PARKWAY & VAN CORTLANDT PARK SOUTH & WEST GUN HILL ROAD,40.88434957567887,-73.88705142665061
23799,681,0.0,113.0,151.29454908222723,0.3025683610015826,1 AVENUE & EAST 96 STREET,40.783247571511914,-73.94472264516065
86841,261,0.0,110.0,151.0630509206634,0.302105347339898,188 STREET & GRAND CENTRAL PARKWAY,40.72229002358386,-73.77723195561265
27326,314,2.0,128.0,151.05266615664684,0.3020845770340755,BROADWAY & DISTRICT BOUNDARY & FLUSHING AVENUE & JAMAICA LINE,40.7007252331746,-73.94193078876182
42914,380,0.0,154.0,150.60227906492304,0.30118376911790995,EAST 135 STREET & WILLIS AVENUE & WILLIS AVENUE BRIDGE & WILLIS AVENUE BRIDGE BIKE PATH,40.80718671782002,-73.92427980845117
32378,454,1.0,190.0,149.67437601661396,0.29932789352398065,METROPOLITAN AVENUE & WOODHAVEN BOULEVARD,40.711845059505954,-73.85975932858281
13784,556,1.0,104.0,149.5453311831516,0.2990697941919633,65 STREET & 7 AVENUE,40.63396164937717,-74.01475422594002
36541,383,2.0,142.0,149.46015019796573,0.2988994258417769,ROCKAWAY BOULEVARD & SOUTH CONDUIT AVENUE,40.66675232004494,-73.7799358553637
42516,241,0.0,101.0,148.6143310819008,0.29720772426019,EAST 135 STREET & HARLEM RIVER DRIVE EXIT 21 NB & HARLEM RIVER DRIVE GREENWAY & MADISON AVE BRDG PED & BIKE PATH & MADISON AVENUE & MADISON AVENUE BRIDGE,40.812060811267386,-73.93603495317447
27560,251,0.0,108.0,148.41769978767798,0.29681444694461717,BUSHWICK AVENUE & MYRTLE AVENUE & MYRTLE AVENUE LINE,40.69731658880288,-73.93226890566345
30986,370,2.0,108.0,147.83766456874886,0.2956543330637633,ERSKINE STREET & GATEWAY DRIVE & SEAVIEW AVENUE & SPRING CREEK GREENWAY,40.65290231908646,-73.8667207164344
16594,365,1.0,130.0,147.6183244614729,0.29521563642125837,AVENUE Z & OCEAN PARKWAY,40.586668823983494,-73.96615022838414
42850,249,1.0,121.0,147.54886470105433,0.2950767116980818,EAST 144 STREET & GRAND CONCOURSE & JEROME AVENUE LINE,40.816535646412625,-73.92821698992996
18956,351,2.0,127.0,147.3688381812826,0.29471664517506174,EASTERN PARKWAY & EASTERN PARKWAY LINE & ROGERS AVENUE,40.670007205172794,-73.95327019763059
53367,421,1.0,114.0,147.1461727656965,0.2942712976668803,ALLERTON AVENUE & BRONX PARK EAST & DISTRICT BOUNDARY & MOSHOLU PARKWAY GREENWAY & SOUTHERN BOULEVARD,40.86536107971172,-73.870421276192
44768,101,0.0,69.0,146.91570748008144,0.29381034983445287,SEDGWICK AVENUE & WEBB AVENUE & WEST FORDHAM ROAD,40.86315479924654,-73.90906438738858
84638,246,0.0,101.0,145.45417106831624,0.2908871675459833,BROOK AVENUE & MAJOR DEEGAN EXPRESSWAY,40.80540731300512,-73.92079433520092
68566,177,0.0,109.0,145.23232932444085,0.290443467442914,3 AVENUE & EAST 138 STREET & MORRIS AVENUE & PELHAM LINE,40.81107965221587,-73.92729432401532
85638,458,0.0,125.0,145.08874092918424,0.29015627989803655,ATLANTIC AVENUE & BROOKLYN QUEENS EXPRESSWAY,40.69153697366865,-73.99910057396599
16046,476,0.0,126.0,144.80441883994183,0.2895876144246322,4 AVENUE LINE & DEKALB AVENUE & FLATBUSH AVENUE EXTENSION & UNIVERSITY PLAZA,40.68993121004963,-73.98147315193462
18976,232,2.0,108.0,144.47062604473263,0.2889200038340785,BEDFORD AVENUE & FULTON STREET & FULTON STREET LINE,40.68064050813876,-73.95337017511612
45430,335,2.0,108.0,144.21500130300402,0.2884087352050519,69 STREET & BORDEN AVENUE & GRAND AVENUE,40.72592049723134,-73.8953407013442
21460,543,1.0,120.0,144.19418015949466,0.2883670913585885,42 STREET SHUTTLE LINE & 6 AVENUE LINE & AVENUE OF THE AMERICAS & WEST 42 STREET,40.75484205339555,-73.98411754799183
29297,341,0.0,128.0,143.92087388288573,0.28782045833550435,FULTON STREET LINE & LIBERTY AVENUE & PENNSYLVANIA AVENUE,40.67439704729325,-73.89650977907911
55441,233,0.0,95.0,143.882339752455,0.28774338718854564,NORTHERN BOULEVARD & PRINCE STREET,40.76274643529542,-73.83328656094476
24327,300,1.0,129.0,143.5649131478902,0.28710851020506206,BROADWAY & IRT-1-BROADWAY/ 7 AVENUE LINE & WEST 145 STREET,40.826428641641776,-73.9504499353836
24312,317,0.0,108.0,143.36327827721595,0.2867052253618326,8 AVENUE LINE & DISTRICT BOUNDARY & ST NICHOLAS AVENUE & WEST 145 STREET,40.824031555848606,-73.94475648887362
45500,313,0.0,148.0,142.95631400209757,0.28589126633112394,69 STREET & QUEENS BOULEVARD,40.740272042252606,-73.89585115114083
19482,417,0.0,94.0,142.65003552847625,0.2852786864444908,CLASSON AVENUE & FLUSHING AVENUE,40.698188331470064,-73.96189837774659
85568,318,0.0,122.0,142.46153696738682,0.2849016752043034,BROOKLYN QUEENS EXPRESSWAY & METROPOLITAN AVENUE,40.71406284650523,-73.95303149423187
3103,229,0.0,118.0,142.43294325473408,0.28484448563740977,FOREST HILL ROAD & RICHMOND AVENUE,40.57083444792964,-74.16982860151475
12182,288,0.0,86.0,142.3069295865543,0.2845924488629833,6 AVENUE & 65 STREET & GOWANUS EXPWY EB EN 6 AVE,40.6355214745638,-74.01669546340926
